Time	11.02 DUNANT 1 - ENERGIEMETER SECUNDAIR WARMTEPOMP EN PLATENWISSELAAR KOELING Totaal energieverbruik warm MWh.11.02 DUNANT 1 - ENERGIEMETER SECUNDAIR WARMTEPOMP EN PLATENWISSELAAR KOELING Totaal energieverbruik warm MWh .JCI Trend Log.Present Value (kWh)	11.02 DUNANT 1 - ENERGIEMETER SECUNDAIR WARMTEPOMP EN PLATENWISSELAAR KOELING Totaal energieverbruik koud MWh.11.02 DUNANT 1 - ENERGIEMETER SECUNDAIR WARMTEPOMP EN PLATENWISSELAAR KOELING Totaal energieverbruik koud MWh.JCI Trend Log.Present Value (kWh)	
11/2/22, 12:00:00 AM CET	60351.0	39603.0	
11/3/22, 12:00:00 AM CET	60370.0	39603.0	
11/4/22, 12:00:00 AM CET	60398.0	39604.0	
11/5/22, 12:00:00 AM CET	60470.0	39606.0	
11/6/22, 12:00:00 AM CET	60740.0	39608.0	
11/7/22, 12:00:00 AM CET	60780.0	39609.0	
11/8/22, 12:00:00 AM CET	60886.0	39609.0	
11/9/22, 12:00:00 AM CET	61197.0	39613.0	
11/10/22, 12:00:00 AM CET	61307.0	39615.0	
11/11/22, 12:00:00 AM CET	61362.0	39618.0	
11/12/22, 12:00:00 AM CET	61478.0	39621.0	
11/13/22, 12:00:00 AM CET	61525.0	39621.0	
11/14/22, 12:00:00 AM CET	61561.0	39622.0	
11/15/22, 12:00:00 AM CET	61704.0	39624.0	
11/16/22, 12:00:00 AM CET	62048.0	39630.0	
11/17/22, 12:00:00 AM CET	62070.0	39632.0	
11/18/22, 12:00:00 AM CET	62239.0	39635.0	
11/19/22, 12:00:00 AM CET	62495.0	39637.0	
11/20/22, 12:00:00 AM CET	62790.0	39639.0	
11/21/22, 12:00:00 AM CET	62845.0	39641.0	
11/22/22, 12:00:00 AM CET	63108.0	39643.0	
11/23/22, 12:00:00 AM CET	63151.0	39644.0	
11/24/22, 12:00:00 AM CET	63264.0	39646.0	
11/25/22, 12:00:00 AM CET	63410.0	39648.0	
11/26/22, 12:00:00 AM CET	63554.0	39653.0	
11/27/22, 12:00:00 AM CET	63808.0	39655.0	
11/28/22, 12:00:00 AM CET	63856.0	39657.0	
11/29/22, 12:00:00 AM CET	63975.0	39659.0	
11/30/22, 12:00:00 AM CET	64263.0	39661.0	
12/1/22, 12:00:00 AM CET	64550.0	39669.0	
12/2/22, 12:00:00 AM CET	64576.0	39670.0	
12/3/22, 12:00:00 AM CET	64714.0	39672.0	
12/4/22, 12:00:00 AM CET	64830.0	39673.0	
12/5/22, 12:00:00 AM CET	65032.0	39679.0	
12/6/22, 12:00:00 AM CET	65284.0	39680.0	
12/7/22, 12:00:00 AM CET	65480.0	39683.0	
12/8/22, 12:00:00 AM CET	65723.0	39687.0	
12/9/22, 12:00:00 AM CET	66051.0	39688.0	
12/10/22, 12:00:00 AM CET	66236.0	39689.0	
12/11/22, 12:00:00 AM CET	66502.0	39689.0	
12/12/22, 12:00:00 AM CET	66502.0	39689.0	
12/13/22, 12:00:00 AM CET	66933.0	39689.0	
12/14/22, 12:00:00 AM CET	67040.0	39690.0	
12/15/22, 12:00:00 AM CET	67256.0	39690.0	
12/16/22, 12:00:00 AM CET	67552.0	39691.0	
12/17/22, 12:00:00 AM CET	67840.0	39691.0	
12/18/22, 12:00:00 AM CET	68186.0	39691.0	
12/19/22, 12:00:00 AM CET	68186.0	39691.0	
12/20/22, 12:00:00 AM CET	68299.0	39691.0	
12/21/22, 12:00:00 AM CET	68806.0	39693.0	
12/22/22, 12:00:00 AM CET	69091.0	39696.0	
12/23/22, 12:00:00 AM CET	69389.0	39698.0	
12/24/22, 12:00:00 AM CET	69654.0	39701.0	
12/25/22, 12:00:00 AM CET	69880.0	39704.0	
12/26/22, 12:00:00 AM CET	69880.0	39704.0	
12/27/22, 12:00:00 AM CET	69880.0	39704.0	
12/28/22, 12:00:00 AM CET	69914.0	39704.0	
12/29/22, 12:00:00 AM CET	69947.0	39704.0	
12/30/22, 12:00:00 AM CET	69976.0	39704.0	
12/31/22, 12:00:00 AM CET	70006.0	39704.0	
1/1/23, 12:00:00 AM CET	70038.0	39704.0	
1/2/23, 12:00:00 AM CET	70038.0	39704.0	
1/3/23, 12:00:00 AM CET	70082.0	39705.0	
1/4/23, 12:00:00 AM CET	70759.0	39709.0	
1/5/23, 12:00:00 AM CET	71104.0	39712.0	
1/6/23, 12:00:00 AM CET	71392.0	39716.0	
1/7/23, 12:00:00 AM CET	71637.0	39719.0	
1/8/23, 12:00:00 AM CET	71863.0	39722.0	
1/9/23, 12:00:00 AM CET	71863.0	39722.0	
1/10/23, 12:00:00 AM CET	71906.0	39722.0	
1/11/23, 12:00:00 AM CET	72303.0	39725.0	
1/12/23, 12:00:00 AM CET	72640.0	39726.0	
1/13/23, 12:00:00 AM CET	72872.0	39729.0	
1/14/23, 12:00:00 AM CET	73107.0	39731.0	
1/15/23, 12:00:00 AM CET	73346.0	39734.0	
1/16/23, 12:00:00 AM CET	73346.0	39734.0	
1/17/23, 12:00:00 AM CET	73398.0	39734.0	
1/18/23, 12:00:00 AM CET	73851.0	39736.0	
1/19/23, 12:00:00 AM CET	74179.0	39736.0	
1/20/23, 12:00:00 AM CET	74460.0	39737.0	
1/21/23, 12:00:00 AM CET	74781.0	39737.0	
1/22/23, 12:00:00 AM CET	75100.0	39738.0	
1/23/23, 12:00:00 AM CET	75138.0	39740.0	
1/24/23, 12:00:00 AM CET	75226.0	39740.0	
1/25/23, 12:00:00 AM CET	75826.0	39740.0	
1/26/23, 12:00:00 AM CET	76249.0	39741.0	
1/27/23, 12:00:00 AM CET	76545.0	39741.0	
1/28/23, 12:00:00 AM CET	76918.0	39742.0	
1/29/23, 12:00:00 AM CET	77221.0	39743.0	
1/30/23, 12:00:00 AM CET	77221.0	39743.0	
1/31/23, 12:00:00 AM CET	77306.0	39743.0	
2/1/23, 12:00:00 AM CET	77786.0	39745.0	
2/2/23, 12:00:00 AM CET	78106.0	39746.0	
2/3/23, 12:00:00 AM CET	78393.0	39748.0	
2/4/23, 12:00:00 AM CET	78653.0	39751.0	
2/5/23, 12:00:00 AM CET	78893.0	39754.0	
2/6/23, 12:00:00 AM CET	78912.0	39754.0	
2/7/23, 12:00:00 AM CET	78961.0	39754.0	
2/8/23, 12:00:00 AM CET	79349.0	39757.0	
2/9/23, 12:00:00 AM CET	79699.0	39758.0	
2/10/23, 12:00:00 AM CET	80159.0	39759.0	
2/11/23, 12:00:00 AM CET	80275.0	39760.0	
2/12/23, 12:00:00 AM CET	80574.0	39761.0	
2/13/23, 12:00:00 AM CET	80574.0	39761.0	
2/14/23, 12:00:00 AM CET	80630.0	39761.0	
2/15/23, 12:00:00 AM CET	81039.0	39765.0	
2/16/23, 12:00:00 AM CET	81310.0	39767.0	
2/17/23, 12:00:00 AM CET	81573.0	39769.0	
2/18/23, 12:00:00 AM CET	81807.0	39772.0	
2/19/23, 12:00:00 AM CET	81961.0	39775.0	
2/20/23, 12:00:00 AM CET	81961.0	39775.0	
2/21/23, 12:00:00 AM CET	81961.0	39775.0	
2/22/23, 12:00:00 AM CET	82290.0	39777.0	
2/23/23, 12:00:00 AM CET	82559.0	39780.0	
2/24/23, 12:00:00 AM CET	82825.0	39782.0	
2/25/23, 12:00:00 AM CET	83059.0	39785.0	
2/26/23, 12:00:00 AM CET	83332.0	39787.0	
2/27/23, 12:00:00 AM CET	83379.0	39787.0	
2/28/23, 12:00:00 AM CET	83386.0	39787.0	
3/1/23, 12:00:00 AM CET	83859.0	39789.0	
3/2/23, 12:00:00 AM CET	84245.0	39791.0	
3/3/23, 12:00:00 AM CET	84567.0	39792.0	
3/4/23, 12:00:00 AM CET	84866.0	39793.0	
3/5/23, 12:00:00 AM CET	85174.0	39794.0	
3/6/23, 12:00:00 AM CET	85174.0	39794.0	
3/7/23, 12:00:00 AM CET	85250.0	39794.0	
3/8/23, 12:00:00 AM CET	85686.0	39797.0	
3/9/23, 12:00:00 AM CET	86039.0	39797.0	
3/10/23, 12:00:00 AM CET	86380.0	39797.0	
3/11/23, 12:00:00 AM CET	86682.0	39799.0	
3/12/23, 12:00:00 AM CET	86944.0	39801.0	
3/13/23, 12:00:00 AM CET	86944.0	39801.0	
3/14/23, 12:00:00 AM CET	87238.0	39807.0	
3/15/23, 12:00:00 AM CET	87241.0	39807.0	
3/16/23, 12:00:00 AM CET	87544.0	39809.0	
3/17/23, 12:00:00 AM CET	87814.0	39810.0	
3/18/23, 12:00:00 AM CET	88007.0	39813.0	
3/19/23, 12:00:00 AM CET	88151.0	39816.0	
3/20/23, 12:00:00 AM CET	88166.0	39816.0	
3/21/23, 12:00:00 AM CET	88166.0	39816.0	
3/22/23, 12:00:00 AM CET	88457.0	39818.0	
3/23/23, 12:00:00 AM CET	88791.0	39825.0	
3/24/23, 12:00:00 AM CET	88814.0	39826.0	
3/25/23, 12:00:00 AM CET	88948.0	39828.0	
3/26/23, 12:00:00 AM CET	88968.0	39829.0	
3/27/23, 12:00:00 AM CEST	89032.0	39830.0	
3/28/23, 12:00:00 AM CEST	89045.0	39830.0	
3/29/23, 12:00:00 AM CEST	89382.0	39831.0	
4/5/23, 12:00:00 AM CEST	90463.0	39844.0	
4/6/23, 12:00:00 AM CEST	90463.0	39844.0	
4/7/23, 12:00:00 AM CEST	90463.0	39844.0	
4/8/23, 12:00:00 AM CEST	90463.0	39844.0	
4/9/23, 12:00:00 AM CEST	90463.0	39844.0	
4/10/23, 12:00:00 AM CEST	90463.0	39844.0	
4/11/23, 12:00:00 AM CEST	90463.0	39844.0	
4/12/23, 12:00:00 AM CEST	90463.0	39844.0	
4/13/23, 12:00:00 AM CEST	90463.0	39844.0	
4/14/23, 12:00:00 AM CEST	90463.0	39844.0	
4/15/23, 12:00:00 AM CEST	90463.0	39844.0	
4/16/23, 12:00:00 AM CEST	90463.0	39844.0	
4/17/23, 12:00:00 AM CEST	90463.0	39844.0	
4/18/23, 12:00:00 AM CEST	90463.0	39844.0	
4/19/23, 12:00:00 AM CEST	90463.0	39844.0	
4/20/23, 12:00:00 AM CEST	90463.0	39844.0	
4/21/23, 12:00:00 AM CEST	90463.0	39844.0	
4/22/23, 12:00:00 AM CEST	90463.0	39844.0	
4/23/23, 12:00:00 AM CEST	90463.0	39844.0	
4/24/23, 12:00:00 AM CEST	90463.0	39844.0	
4/25/23, 12:00:00 AM CEST	90463.0	39844.0	
4/26/23, 12:00:00 AM CEST	90463.0	39844.0	
4/27/23, 12:00:00 AM CEST	90463.0	39844.0	
4/28/23, 12:00:00 AM CEST	90464.0	39844.0	
4/29/23, 12:00:00 AM CEST	90472.0	39844.0	
4/30/23, 12:00:00 AM CEST	90619.0	39847.0	
5/1/23, 12:00:00 AM CEST	90619.0	39847.0	
5/2/23, 12:00:00 AM CEST	90619.0	39847.0	
5/3/23, 12:00:00 AM CEST	90619.0	39858.0	
5/4/23, 12:00:00 AM CEST	90619.0	39870.0	
5/5/23, 12:00:00 AM CEST	90619.0	39892.0	
5/6/23, 12:00:00 AM CEST	90619.0	39995.0	
5/7/23, 12:00:00 AM CEST	90619.0	40016.0	
5/8/23, 12:00:00 AM CEST	90619.0	40021.0	
5/9/23, 12:00:00 AM CEST	90619.0	40021.0	
5/10/23, 12:00:00 AM CEST	90619.0	40048.0	
5/11/23, 12:00:00 AM CEST	90619.0	40071.0	
5/12/23, 12:00:00 AM CEST	90619.0	40094.0	
5/13/23, 12:00:00 AM CEST	90619.0	40116.0	
5/14/23, 12:00:00 AM CEST	90619.0	40135.0	
5/15/23, 12:00:00 AM CEST	90619.0	40135.0	
5/16/23, 12:00:00 AM CEST	90619.0	40145.0	
5/17/23, 12:00:00 AM CEST	90619.0	40166.0	
5/18/23, 12:00:00 AM CEST	90619.0	40196.0	
5/19/23, 12:00:00 AM CEST	90619.0	40222.0	
5/20/23, 12:00:00 AM CEST	90619.0	40222.0	
5/21/23, 12:00:00 AM CEST	90619.0	40223.0	
5/22/23, 12:00:00 AM CEST	90619.0	40223.0	
5/23/23, 12:00:00 AM CEST	90619.0	40238.0	
5/24/23, 12:00:00 AM CEST	90619.0	40277.0	
5/25/23, 12:00:00 AM CEST	90619.0	40321.0	
5/26/23, 12:00:00 AM CEST	90619.0	40365.0	
5/27/23, 12:00:00 AM CEST	90619.0	40429.0	
5/28/23, 12:00:00 AM CEST	90619.0	40466.0	
5/29/23, 12:00:00 AM CEST	90619.0	40466.0	
5/30/23, 12:00:00 AM CEST	90619.0	40481.0	
5/31/23, 12:00:00 AM CEST	90619.0	40481.0	
6/1/23, 12:00:00 AM CEST	90619.0	40582.0	
6/2/23, 12:00:00 AM CEST	90619.0	40734.0	
6/3/23, 12:00:00 AM CEST	90619.0	40827.0	
6/4/23, 12:00:00 AM CEST	90619.0	40909.0	
6/5/23, 12:00:00 AM CEST	90619.0	40909.0	
6/6/23, 12:00:00 AM CEST	90619.0	40930.0	
6/7/23, 12:00:00 AM CEST	90619.0	41089.0	
6/8/23, 12:00:00 AM CEST	90619.0	41246.0	
6/9/23, 12:00:00 AM CEST	90619.0	41423.0	
6/10/23, 12:00:00 AM CEST	90619.0	41459.0	
6/11/23, 12:00:00 AM CEST	90619.0	41459.0	
6/12/23, 12:00:00 AM CEST	90619.0	41459.0	
6/13/23, 12:00:00 AM CEST	90619.0	41459.0	
6/14/23, 12:00:00 AM CEST	90619.0	41612.0	
6/15/23, 12:00:00 AM CEST	90619.0	41951.0	
6/16/23, 12:00:00 AM CEST	90619.0	42266.0	
6/17/23, 12:00:00 AM CEST	90619.0	42579.0	
6/18/23, 12:00:00 AM CEST	90619.0	42872.0	
6/19/23, 12:00:00 AM CEST	90619.0	42872.0	
6/20/23, 12:00:00 AM CEST	90619.0	42921.0	
6/21/23, 12:00:00 AM CEST	90619.0	43419.0	
6/22/23, 12:00:00 AM CEST	90619.0	43539.0	
6/23/23, 12:00:00 AM CEST	90619.0	43811.0	
6/24/23, 12:00:00 AM CEST	90619.0	44053.0	
6/25/23, 12:00:00 AM CEST	90619.0	44304.0	
6/26/23, 12:00:00 AM CEST	90619.0	44304.0	
6/27/23, 12:00:00 AM CEST	90619.0	44354.0	
6/28/23, 12:00:00 AM CEST	90619.0	44736.0	
6/29/23, 12:00:00 AM CEST	90619.0	44895.0	
6/30/23, 12:00:00 AM CEST	90619.0	45127.0	
7/1/23, 12:00:00 AM CEST	90619.0	45341.0	
7/2/23, 12:00:00 AM CEST	90619.0	45548.0	
7/3/23, 12:00:00 AM CEST	90620.0	45558.0	
7/4/23, 12:00:00 AM CEST	90620.0	45592.0	
7/5/23, 12:00:00 AM CEST	90620.0	45779.0	
7/6/23, 12:00:00 AM CEST	90620.0	45945.0	
7/7/23, 12:00:00 AM CEST	90620.0	46148.0	
7/8/23, 12:00:00 AM CEST	90620.0	46249.0	
7/9/23, 12:00:00 AM CEST	90620.0	46493.0	
7/10/23, 12:00:00 AM CEST	90620.0	46493.0	
7/11/23, 12:00:00 AM CEST	90620.0	46535.0	
7/12/23, 12:00:00 AM CEST	90620.0	46822.0	
7/13/23, 12:00:00 AM CEST	90620.0	46919.0	
7/14/23, 12:00:00 AM CEST	90620.0	47199.0	
7/15/23, 12:00:00 AM CEST	90620.0	47412.0	
7/16/23, 12:00:00 AM CEST	90620.0	47648.0	
7/17/23, 12:00:00 AM CEST	90620.0	47648.0	
7/18/23, 12:00:00 AM CEST	90620.0	47648.0	
7/19/23, 12:00:00 AM CEST	90620.0	47680.0	
7/20/23, 12:00:00 AM CEST	90620.0	47729.0	
7/21/23, 12:00:00 AM CEST	90620.0	47770.0	
7/22/23, 12:00:00 AM CEST	90620.0	47805.0	
7/23/23, 12:00:00 AM CEST	90620.0	47827.0	
7/24/23, 12:00:00 AM CEST	90620.0	47827.0	
7/25/23, 12:00:00 AM CEST	90620.0	47827.0	
7/26/23, 12:00:00 AM CEST	90620.0	48057.0	
7/27/23, 12:00:00 AM CEST	90620.0	48220.0	
7/28/23, 12:00:00 AM CEST	90620.0	48396.0	
7/29/23, 12:00:00 AM CEST	90620.0	48514.0	
7/30/23, 12:00:00 AM CEST	90620.0	48679.0	
7/31/23, 12:00:00 AM CEST	90620.0	48699.0	
8/1/23, 12:00:00 AM CEST	90620.0	48701.0	
8/2/23, 12:00:00 AM CEST	90620.0	48836.0	
8/3/23, 12:00:00 AM CEST	90620.0	48945.0	
8/4/23, 12:00:00 AM CEST	90620.0	49069.0	
8/5/23, 12:00:00 AM CEST	90620.0	49159.0	
8/6/23, 12:00:00 AM CEST	90620.0	49250.0	
8/7/23, 12:00:00 AM CEST	90620.0	49250.0	
8/8/23, 12:00:00 AM CEST	90620.0	49308.0	
8/9/23, 12:00:00 AM CEST	90620.0	49344.0	
8/10/23, 12:00:00 AM CEST	90620.0	49418.0	
8/11/23, 12:00:00 AM CEST	90620.0	49510.0	
8/12/23, 12:00:00 AM CEST	90620.0	49680.0	
8/13/23, 12:00:00 AM CEST	90620.0	49882.0	
8/14/23, 12:00:00 AM CEST	90620.0	49903.0	
8/15/23, 12:00:00 AM CEST	90620.0	49905.0	
8/16/23, 12:00:00 AM CEST	90620.0	50137.0	
8/17/23, 12:00:00 AM CEST	90620.0	50207.0	
8/18/23, 12:00:00 AM CEST	90620.0	50452.0	
8/19/23, 12:00:00 AM CEST	90620.0	50633.0	
8/20/23, 12:00:00 AM CEST	90620.0	50837.0	
8/21/23, 12:00:00 AM CEST	90620.0	50837.0	
8/22/23, 12:00:00 AM CEST	90620.0	50880.0	
8/23/23, 12:00:00 AM CEST	90620.0	51136.0	
8/24/23, 12:00:00 AM CEST	90620.0	51368.0	
8/25/23, 12:00:00 AM CEST	90620.0	51601.0	
8/26/23, 12:00:00 AM CEST	90620.0	51827.0	
8/27/23, 12:00:00 AM CEST	90620.0	52010.0	
8/28/23, 12:00:00 AM CEST	90620.0	52010.0	
8/29/23, 12:00:00 AM CEST	90620.0	52035.0	
8/30/23, 12:00:00 AM CEST	90620.0	52247.0	
8/31/23, 12:00:00 AM CEST	90620.0	52324.0	
9/1/23, 12:00:00 AM CEST	90620.0	52432.0	
9/2/23, 12:00:00 AM CEST	90620.0	52533.0	
9/3/23, 12:00:00 AM CEST	90620.0	52651.0	
9/4/23, 12:00:00 AM CEST	90620.0	52651.0	
9/5/23, 12:00:00 AM CEST	90620.0	52720.0	
9/6/23, 12:00:00 AM CEST	90620.0	52909.0	
9/7/23, 12:00:00 AM CEST	90620.0	53144.0	
9/8/23, 12:00:00 AM CEST	90620.0	53410.0	
9/9/23, 12:00:00 AM CEST	90620.0	53667.0	
9/10/23, 12:00:00 AM CEST	90620.0	53935.0	
9/11/23, 12:00:00 AM CEST	90620.0	53935.0	
9/12/23, 12:00:00 AM CEST	90620.0	54051.0	
9/13/23, 12:00:00 AM CEST	90620.0	54302.0	
9/14/23, 12:00:00 AM CEST	90620.0	54522.0	
9/15/23, 12:00:00 AM CEST	90620.0	54712.0	
9/16/23, 12:00:00 AM CEST	90620.0	54892.0	
9/17/23, 12:00:00 AM CEST	90620.0	55088.0	
9/18/23, 12:00:00 AM CEST	90620.0	55088.0	
9/19/23, 12:00:00 AM CEST	90620.0	55127.0	
9/20/23, 12:00:00 AM CEST	90620.0	55329.0	
9/21/23, 12:00:00 AM CEST	90620.0	55473.0	
9/22/23, 12:00:00 AM CEST	90620.0	55704.0	
9/23/23, 12:00:00 AM CEST	90620.0	55739.0	
9/24/23, 12:00:00 AM CEST	90620.0	55831.0	
9/25/23, 12:00:00 AM CEST	90620.0	55831.0	
9/26/23, 12:00:00 AM CEST	90620.0	55847.0	
9/27/23, 12:00:00 AM CEST	90620.0	55965.0	
9/28/23, 12:00:00 AM CEST	90620.0	56097.0	
9/29/23, 12:00:00 AM CEST	90620.0	56239.0	
9/30/23, 12:00:00 AM CEST	90620.0	56354.0	
10/1/23, 12:00:00 AM CEST	90620.0	56449.0	
10/2/23, 12:00:00 AM CEST	90620.0	56449.0	
10/3/23, 12:00:00 AM CEST	90620.0	56449.0	
10/4/23, 12:00:00 AM CEST	90620.0	56449.0	
10/5/23, 12:00:00 AM CEST	90620.0	56449.0	
10/6/23, 12:00:00 AM CEST	90649.0	56449.0	
10/7/23, 12:00:00 AM CEST	90653.0	56449.0	
10/8/23, 12:00:00 AM CEST	90663.0	56449.0	
10/9/23, 12:00:00 AM CEST	90663.0	56449.0	
10/10/23, 12:00:00 AM CEST	90663.0	56449.0	
10/11/23, 12:00:00 AM CEST	90663.0	56449.0	
10/12/23, 12:00:00 AM CEST	90677.0	56449.0	
10/13/23, 12:00:00 AM CEST	90677.0	56449.0	
10/14/23, 12:00:00 AM CEST	90677.0	56449.0	
10/15/23, 12:00:00 AM CEST	90679.0	56450.0	
10/16/23, 12:00:00 AM CEST	90679.0	56450.0	
10/17/23, 12:00:00 AM CEST	90679.0	56450.0	
10/18/23, 12:00:00 AM CEST	90774.0	56451.0	
10/19/23, 12:00:00 AM CEST	90785.0	56451.0	
10/20/23, 12:00:00 AM CEST	90849.0	56452.0	
10/21/23, 12:00:00 AM CEST	90870.0	56452.0	
10/22/23, 12:00:00 AM CEST	90891.0	56452.0	
10/23/23, 12:00:00 AM CEST	90891.0	56452.0	
10/24/23, 12:00:00 AM CEST	90891.0	56452.0	
10/25/23, 12:00:00 AM CEST	90987.0	56453.0	
10/26/23, 12:00:00 AM CEST	91068.0	56454.0	
10/27/23, 12:00:00 AM CEST	91232.0	56456.0	
10/28/23, 12:00:00 AM CEST	91283.0	56457.0	
10/29/23, 12:00:00 AM CEST	91421.0	56459.0	
10/30/23, 12:00:00 AM CET	91421.0	56459.0	
10/31/23, 12:00:00 AM CET	91421.0	56459.0	
11/1/23, 12:00:00 AM CET	91592.0	56461.0	
11/2/23, 12:00:00 AM CET	91768.0	56463.0	
11/3/23, 12:00:00 AM CET	91795.0	56463.0	
11/4/23, 12:00:00 AM CET	91819.0	56463.0	
11/5/23, 12:00:00 AM CET	91846.0	56463.0	
11/6/23, 12:00:00 AM CET	91846.0	56463.0	
11/7/23, 12:00:00 AM CET	91901.0	56463.0	
11/8/23, 12:00:00 AM CET	92292.0	56466.0	
11/9/23, 12:00:00 AM CET	92528.0	56467.0	
11/10/23, 12:00:00 AM CET	92790.0	56469.0	
11/11/23, 12:00:00 AM CET	93037.0	56471.0	
11/12/23, 12:00:00 AM CET	93339.0	56471.0	
11/13/23, 12:00:00 AM CET	93339.0	56471.0	
11/14/23, 12:00:00 AM CET	93350.0	56471.0	
11/15/23, 12:00:00 AM CET	93900.0	56475.0	
11/16/23, 12:00:00 AM CET	93946.0	56476.0	
11/17/23, 12:00:00 AM CET	94187.0	56477.0	
11/18/23, 12:00:00 AM CET	94417.0	56478.0	
11/19/23, 12:00:00 AM CET	94677.0	56479.0	
11/20/23, 12:00:00 AM CET	94677.0	56479.0	
11/21/23, 12:00:00 AM CET	94677.0	56479.0	
11/22/23, 12:00:00 AM CET	95008.0	56481.0	
11/23/23, 12:00:00 AM CET	95206.0	56483.0	
11/24/23, 12:00:00 AM CET	95515.0	56483.0	
11/25/23, 12:00:00 AM CET	95737.0	56485.0	
11/26/23, 12:00:00 AM CET	96028.0	56485.0	
11/27/23, 12:00:00 AM CET	96028.0	56485.0	
11/28/23, 12:00:00 AM CET	96028.0	56485.0	
11/29/23, 12:00:00 AM CET	96555.0	56486.0	
11/30/23, 12:00:00 AM CET	96845.0	56486.0	
12/1/23, 12:00:00 AM CET	97143.0	56486.0	
12/2/23, 12:00:00 AM CET	97416.0	56486.0	
12/3/23, 12:00:00 AM CET	97656.0	56486.0	
12/4/23, 12:00:00 AM CET	97698.0	56486.0	
12/5/23, 12:00:00 AM CET	97736.0	56486.0	
12/6/23, 12:00:00 AM CET	98085.0	56486.0	
12/7/23, 12:00:00 AM CET	98450.0	56486.0	
12/8/23, 12:00:00 AM CET	98769.0	56486.0	
12/9/23, 12:00:00 AM CET	99072.0	56487.0	
12/10/23, 12:00:00 AM CET	99406.0	56487.0	
12/11/23, 12:00:00 AM CET	99406.0	56487.0	
12/12/23, 12:00:00 AM CET	99406.0	56487.0	
12/13/23, 12:00:00 AM CET	99807.0	56487.0	
12/14/23, 12:00:00 AM CET	100102.0	56489.0	
12/15/23, 12:00:00 AM CET	100410.0	56490.0	
12/16/23, 12:00:00 AM CET	100737.0	56491.0	
12/17/23, 12:00:00 AM CET	100994.0	56492.0	
12/18/23, 12:00:00 AM CET	100994.0	56492.0	
12/19/23, 12:00:00 AM CET	100994.0	56492.0	
12/20/23, 12:00:00 AM CET	101468.0	56492.0	
12/21/23, 12:00:00 AM CET	102044.0	56493.0	
12/22/23, 12:00:00 AM CET	102119.0	56493.0	
12/23/23, 12:00:00 AM CET	102260.0	56495.0	
12/24/23, 12:00:00 AM CET	102589.0	56496.0	
12/25/23, 12:00:00 AM CET	102589.0	56496.0	
12/26/23, 12:00:00 AM CET	102589.0	56496.0	
12/27/23, 12:00:00 AM CET	102625.0	56496.0	
12/28/23, 12:00:00 AM CET	102656.0	56496.0	
12/29/23, 12:00:00 AM CET	102689.0	56496.0	
12/30/23, 12:00:00 AM CET	102721.0	56496.0	
12/31/23, 12:00:00 AM CET	102754.0	56496.0	
1/1/24, 12:00:00 AM CET	102754.0	56496.0	
1/2/24, 12:00:00 AM CET	102754.0	56496.0	
1/3/24, 12:00:00 AM CET	102798.0	56497.0	
1/4/24, 12:00:00 AM CET	103536.0	56498.0	
1/5/24, 12:00:00 AM CET	104006.0	56500.0	
1/6/24, 12:00:00 AM CET	104350.0	56501.0	
1/7/24, 12:00:00 AM CET	104682.0	56501.0	
1/8/24, 12:00:00 AM CET	104682.0	56501.0	
1/9/24, 12:00:00 AM CET	104762.0	56502.0	
1/10/24, 12:00:00 AM CET	105078.0	56502.0	
1/11/24, 12:00:00 AM CET	105353.0	56502.0	
1/12/24, 12:00:00 AM CET	105625.0	56502.0	
1/13/24, 12:00:00 AM CET	105910.0	56502.0	
1/14/24, 12:00:00 AM CET	106237.0	56502.0	
1/15/24, 12:00:00 AM CET	106237.0	56502.0	
1/16/24, 12:00:00 AM CET	106337.0	56502.0	
1/17/24, 12:00:00 AM CET	106707.0	56502.0	
1/18/24, 12:00:00 AM CET	107001.0	56502.0	
1/19/24, 12:00:00 AM CET	107241.0	56502.0	
1/20/24, 12:00:00 AM CET	107501.0	56502.0	
1/21/24, 12:00:00 AM CET	107711.0	56502.0	
1/22/24, 12:00:00 AM CET	107842.0	56503.0	
1/23/24, 12:00:00 AM CET	107857.0	56503.0	
1/24/24, 12:00:00 AM CET	108394.0	56504.0	
1/25/24, 12:00:00 AM CET	108791.0	56505.0	
1/26/24, 12:00:00 AM CET	109077.0	56506.0	
1/27/24, 12:00:00 AM CET	109418.0	56506.0	
1/28/24, 12:00:00 AM CET	109674.0	56508.0	
1/29/24, 12:00:00 AM CET	109760.0	56508.0	
1/30/24, 12:00:00 AM CET	109771.0	56508.0	
1/31/24, 12:00:00 AM CET	110262.0	56509.0	
2/1/24, 12:00:00 AM CET	110560.0	56510.0	
2/2/24, 12:00:00 AM CET	110878.0	56511.0	
2/3/24, 12:00:00 AM CET	111160.0	56512.0	
2/4/24, 12:00:00 AM CET	111453.0	56513.0	
2/5/24, 12:00:00 AM CET	111453.0	56513.0	
2/6/24, 12:00:00 AM CET	111453.0	56513.0	
2/7/24, 12:00:00 AM CET	111820.0	56513.0	
2/8/24, 12:00:00 AM CET	112071.0	56515.0	
2/9/24, 12:00:00 AM CET	112386.0	56515.0	
2/10/24, 12:00:00 AM CET	112665.0	56516.0	
2/11/24, 12:00:00 AM CET	112830.0	56518.0	
2/12/24, 12:00:00 AM CET	112830.0	56518.0	
2/13/24, 12:00:00 AM CET	112830.0	56518.0	
2/14/24, 12:00:00 AM CET	113201.0	56519.0	
