Time	11.02 DUNANT 1 - ENERGIEMETER SECUNDAIR WARMTEPOMP EN PLATENWISSELAAR KOELING Totaal energieverbruik warm MWh.11.02 DUNANT 1 - ENERGIEMETER SECUNDAIR WARMTEPOMP EN PLATENWISSELAAR KOELING Totaal energieverbruik warm MWh .JCI Trend Log.Present Value (kWh)	11.02 DUNANT 1 - ENERGIEMETER SECUNDAIR WARMTEPOMP EN PLATENWISSELAAR KOELING Totaal energieverbruik koud MWh.11.02 DUNANT 1 - ENERGIEMETER SECUNDAIR WARMTEPOMP EN PLATENWISSELAAR KOELING Totaal energieverbruik koud MWh.JCI Trend Log.Present Value (kWh)	
7/19/21, 12:00:00 AM CEST	36352.0	20520.0	
7/20/21, 12:00:00 AM CEST	36352.0	20703.0	
7/21/21, 12:00:00 AM CEST	36352.0	20885.0	
7/22/21, 12:00:00 AM CEST	36352.0	21067.0	
7/23/21, 12:00:00 AM CEST	36352.0	21261.0	
7/24/21, 12:00:00 AM CEST	36352.0	21447.0	
7/25/21, 12:00:00 AM CEST	36352.0	21627.0	
7/26/21, 12:00:00 AM CEST	36352.0	21628.0	
7/27/21, 12:00:00 AM CEST	36352.0	21818.0	
7/28/21, 12:00:00 AM CEST	36352.0	21938.0	
7/29/21, 12:00:00 AM CEST	36352.0	22065.0	
7/30/21, 12:00:00 AM CEST	36352.0	22181.0	
7/31/21, 12:00:00 AM CEST	36352.0	22307.0	
8/1/21, 12:00:00 AM CEST	36352.0	22415.0	
8/2/21, 12:00:00 AM CEST	36352.0	22445.0	
8/3/21, 12:00:00 AM CEST	36352.0	22553.0	
8/4/21, 12:00:00 AM CEST	36352.0	22651.0	
8/5/21, 12:00:00 AM CEST	36352.0	22757.0	
8/6/21, 12:00:00 AM CEST	36352.0	22873.0	
8/7/21, 12:00:00 AM CEST	36352.0	23024.0	
8/8/21, 12:00:00 AM CEST	36352.0	23145.0	
8/9/21, 12:00:00 AM CEST	36352.0	23175.0	
8/10/21, 12:00:00 AM CEST	36352.0	23292.0	
8/11/21, 12:00:00 AM CEST	36352.0	23404.0	
8/12/21, 12:00:00 AM CEST	36352.0	23505.0	
8/13/21, 12:00:00 AM CEST	36352.0	23644.0	
8/14/21, 12:00:00 AM CEST	36352.0	23808.0	
8/15/21, 12:00:00 AM CEST	36352.0	23957.0	
8/16/21, 12:00:00 AM CEST	36352.0	23987.0	
8/17/21, 12:00:00 AM CEST	36352.0	24162.0	
8/18/21, 12:00:00 AM CEST	36352.0	24265.0	
8/19/21, 12:00:00 AM CEST	36352.0	24348.0	
8/20/21, 12:00:00 AM CEST	36352.0	24432.0	
8/21/21, 12:00:00 AM CEST	36352.0	24523.0	
8/22/21, 12:00:00 AM CEST	36352.0	24640.0	
8/23/21, 12:00:00 AM CEST	36352.0	24670.0	
8/24/21, 12:00:00 AM CEST	36352.0	24779.0	
8/25/21, 12:00:00 AM CEST	36352.0	24940.0	
8/26/21, 12:00:00 AM CEST	36352.0	25014.0	
8/27/21, 12:00:00 AM CEST	36352.0	25147.0	
8/28/21, 12:00:00 AM CEST	36352.0	25231.0	
8/29/21, 12:00:00 AM CEST	36352.0	25313.0	
8/30/21, 12:00:00 AM CEST	36352.0	25313.0	
8/31/21, 12:00:00 AM CEST	36352.0	25427.0	
9/1/21, 12:00:00 AM CEST	36352.0	25433.0	
9/2/21, 12:00:00 AM CEST	36352.0	25447.0	
9/3/21, 12:00:00 AM CEST	36352.0	25447.0	
9/4/21, 12:00:00 AM CEST	36352.0	25447.0	
9/5/21, 12:00:00 AM CEST	36357.0	25447.0	
9/6/21, 12:00:00 AM CEST	36357.0	25447.0	
9/7/21, 12:00:00 AM CEST	36357.0	25447.0	
9/8/21, 12:00:00 AM CEST	36357.0	25447.0	
9/9/21, 12:00:00 AM CEST	36357.0	25447.0	
9/10/21, 12:00:00 AM CEST	36357.0	25447.0	
9/11/21, 12:00:00 AM CEST	36357.0	25447.0	
9/12/21, 12:00:00 AM CEST	36357.0	25447.0	
9/13/21, 12:00:00 AM CEST	36357.0	25447.0	
9/14/21, 12:00:00 AM CEST	36357.0	25447.0	
9/15/21, 12:00:00 AM CEST	36357.0	25447.0	
9/16/21, 12:00:00 AM CEST	36362.0	25447.0	
9/17/21, 12:00:00 AM CEST	36369.0	25447.0	
9/18/21, 12:00:00 AM CEST	36377.0	25447.0	
9/19/21, 12:00:00 AM CEST	36391.0	25448.0	
9/20/21, 12:00:00 AM CEST	36391.0	25448.0	
9/21/21, 12:00:00 AM CEST	36391.0	25448.0	
9/22/21, 12:00:00 AM CEST	36395.0	25448.0	
9/23/21, 12:00:00 AM CEST	36400.0	25448.0	
9/24/21, 12:00:00 AM CEST	36410.0	25448.0	
9/25/21, 12:00:00 AM CEST	36439.0	25448.0	
9/26/21, 12:00:00 AM CEST	36455.0	25449.0	
9/27/21, 12:00:00 AM CEST	36455.0	25449.0	
9/28/21, 12:00:00 AM CEST	36459.0	25449.0	
9/29/21, 12:00:00 AM CEST	36464.0	25449.0	
9/30/21, 12:00:00 AM CEST	36478.0	25450.0	
10/1/21, 12:00:00 AM CEST	36490.0	25450.0	
10/2/21, 12:00:00 AM CEST	36514.0	25452.0	
10/3/21, 12:00:00 AM CEST	36531.0	25452.0	
10/4/21, 12:00:00 AM CEST	36535.0	25453.0	
10/5/21, 12:00:00 AM CEST	36563.0	25454.0	
10/6/21, 12:00:00 AM CEST	36568.0	25454.0	
10/7/21, 12:00:00 AM CEST	36583.0	25454.0	
10/8/21, 12:00:00 AM CEST	36652.0	25459.0	
10/9/21, 12:00:00 AM CEST	36728.0	25461.0	
10/10/21, 12:00:00 AM CEST	36799.0	25466.0	
10/11/21, 12:00:00 AM CEST	36815.0	25466.0	
10/12/21, 12:00:00 AM CEST	37173.0	25480.0	
10/13/21, 12:00:00 AM CEST	37281.0	25484.0	
10/14/21, 12:00:00 AM CEST	37356.0	25488.0	
10/15/21, 12:00:00 AM CEST	37542.0	25497.0	
10/16/21, 12:00:00 AM CEST	37654.0	25502.0	
10/17/21, 12:00:00 AM CEST	37728.0	25504.0	
10/18/21, 12:00:00 AM CEST	37761.0	25504.0	
10/19/21, 12:00:00 AM CEST	37860.0	25507.0	
10/20/21, 12:00:00 AM CEST	38121.0	25512.0	
10/21/21, 12:00:00 AM CEST	38175.0	25515.0	
10/22/21, 12:00:00 AM CEST	38175.0	25515.0	
10/23/21, 12:00:00 AM CEST	38314.0	25520.0	
10/24/21, 12:00:00 AM CEST	38562.0	25524.0	
10/25/21, 12:00:00 AM CEST	38605.0	25524.0	
10/26/21, 12:00:00 AM CEST	38784.0	25528.0	
10/27/21, 12:00:00 AM CEST	39161.0	25533.0	
10/28/21, 12:00:00 AM CEST	39179.0	25534.0	
10/29/21, 12:00:00 AM CEST	39521.0	25541.0	
10/30/21, 12:00:00 AM CEST	39538.0	25542.0	
10/31/21, 12:00:00 AM CEST	39568.0	25543.0	
11/1/21, 12:00:00 AM CET	39598.0	25543.0	
11/2/21, 12:00:00 AM CET	39845.0	25546.0	
11/3/21, 12:00:00 AM CET	40026.0	25550.0	
11/4/21, 12:00:00 AM CET	40316.0	25553.0	
11/5/21, 12:00:00 AM CET	40397.0	25556.0	
11/6/21, 12:00:00 AM CET	40606.0	25559.0	
11/7/21, 12:00:00 AM CET	40712.0	25563.0	
11/8/21, 12:00:00 AM CET	40746.0	25566.0	
11/9/21, 12:00:00 AM CET	41075.0	25568.0	
11/10/21, 12:00:00 AM CET	41411.0	25574.0	
11/11/21, 12:00:00 AM CET	41440.0	25576.0	
11/12/21, 12:00:00 AM CET	41538.0	25581.0	
11/13/21, 12:00:00 AM CET	41737.0	25586.0	
11/14/21, 12:00:00 AM CET	41876.0	25590.0	
11/15/21, 12:00:00 AM CET	41899.0	25591.0	
11/16/21, 12:00:00 AM CET	42176.0	25593.0	
11/17/21, 12:00:00 AM CET	42497.0	25597.0	
11/18/21, 12:00:00 AM CET	42536.0	25598.0	
11/19/21, 12:00:00 AM CET	42765.0	25601.0	
11/20/21, 12:00:00 AM CET	43077.0	25603.0	
11/21/21, 12:00:00 AM CET	43201.0	25607.0	
11/22/21, 12:00:00 AM CET	43227.0	25609.0	
11/23/21, 12:00:00 AM CET	43443.0	25611.0	
11/24/21, 12:00:00 AM CET	43622.0	25616.0	
11/25/21, 12:00:00 AM CET	43795.0	25620.0	
11/26/21, 12:00:00 AM CET	43945.0	25626.0	
11/27/21, 12:00:00 AM CET	44154.0	25630.0	
11/28/21, 12:00:00 AM CET	44289.0	25636.0	
11/29/21, 12:00:00 AM CET	44343.0	25639.0	
11/30/21, 12:00:00 AM CET	44579.0	25641.0	
12/1/21, 12:00:00 AM CET	44724.0	25643.0	
12/2/21, 12:00:00 AM CET	44851.0	25648.0	
12/3/21, 12:00:00 AM CET	45061.0	25651.0	
12/4/21, 12:00:00 AM CET	45204.0	25653.0	
12/5/21, 12:00:00 AM CET	45336.0	25656.0	
12/6/21, 12:00:00 AM CET	45385.0	25659.0	
12/7/21, 12:00:00 AM CET	45505.0	25661.0	
12/8/21, 12:00:00 AM CET	45633.0	25664.0	
12/9/21, 12:00:00 AM CET	45793.0	25667.0	
12/10/21, 12:00:00 AM CET	45881.0	25669.0	
12/11/21, 12:00:00 AM CET	45997.0	25671.0	
12/12/21, 12:00:00 AM CET	46125.0	25673.0	
12/13/21, 12:00:00 AM CET	46174.0	25676.0	
12/14/21, 12:00:00 AM CET	46370.0	25678.0	
12/15/21, 12:00:00 AM CET	46694.0	25679.0	
12/16/21, 12:00:00 AM CET	46890.0	25681.0	
12/17/21, 12:00:00 AM CET	47159.0	25683.0	
12/18/21, 12:00:00 AM CET	47393.0	25687.0	
12/19/21, 12:00:00 AM CET	47546.0	25691.0	
12/20/21, 12:00:00 AM CET	47595.0	25694.0	
12/21/21, 12:00:00 AM CET	47733.0	25697.0	
12/22/21, 12:00:00 AM CET	47992.0	25700.0	
12/23/21, 12:00:00 AM CET	48193.0	25703.0	
12/24/21, 12:00:00 AM CET	48321.0	25705.0	
12/25/21, 12:00:00 AM CET	48347.0	25707.0	
12/26/21, 12:00:00 AM CET	48398.0	25710.0	
12/27/21, 12:00:00 AM CET	48458.0	25713.0	
12/28/21, 12:00:00 AM CET	48501.0	25715.0	
12/29/21, 12:00:00 AM CET	48541.0	25718.0	
12/30/21, 12:00:00 AM CET	48577.0	25720.0	
12/31/21, 12:00:00 AM CET	48614.0	25722.0	
1/1/22, 12:00:00 AM CET	48640.0	25723.0	
1/2/22, 12:00:00 AM CET	48666.0	25725.0	
1/3/22, 12:00:00 AM CET	48698.0	25727.0	
1/4/22, 12:00:00 AM CET	48719.0	25728.0	
1/5/22, 12:00:00 AM CET	48761.0	25730.0	
1/6/22, 12:00:00 AM CET	48800.0	25733.0	
1/7/22, 12:00:00 AM CET	49284.0	25737.0	
1/8/22, 12:00:00 AM CET	49371.0	25737.0	
1/9/22, 12:00:00 AM CET	49544.0	25739.0	
1/10/22, 12:00:00 AM CET	49602.0	25742.0	
1/11/22, 12:00:00 AM CET	49810.0	25743.0	
1/12/22, 12:00:00 AM CET	49980.0	25746.0	
1/13/22, 12:00:00 AM CET	50181.0	25749.0	
1/14/22, 12:00:00 AM CET	50350.0	25751.0	
1/15/22, 12:00:00 AM CET	50496.0	25754.0	
1/16/22, 12:00:00 AM CET	50677.0	25756.0	
1/17/22, 12:00:00 AM CET	50751.0	25761.0	
1/18/22, 12:00:00 AM CET	50929.0	25763.0	
1/19/22, 12:00:00 AM CET	51284.0	25768.0	
1/20/22, 12:00:00 AM CET	51326.0	25770.0	
1/21/22, 12:00:00 AM CET	51456.0	25773.0	
1/22/22, 12:00:00 AM CET	51549.0	25775.0	
1/23/22, 12:00:00 AM CET	51665.0	25777.0	
1/24/22, 12:00:00 AM CET	51735.0	25782.0	
1/25/22, 12:00:00 AM CET	51876.0	25785.0	
1/26/22, 12:00:00 AM CET	52066.0	25787.0	
1/27/22, 12:00:00 AM CET	52199.0	25789.0	
1/28/22, 12:00:00 AM CET	52333.0	25792.0	
1/29/22, 12:00:00 AM CET	52452.0	25795.0	
1/30/22, 12:00:00 AM CET	52586.0	25797.0	
1/31/22, 12:00:00 AM CET	52633.0	25801.0	
2/1/22, 12:00:00 AM CET	52914.0	25804.0	
2/2/22, 12:00:00 AM CET	52948.0	25806.0	
2/3/22, 12:00:00 AM CET	53115.0	25808.0	
2/4/22, 12:00:00 AM CET	53335.0	25810.0	
2/5/22, 12:00:00 AM CET	53499.0	25814.0	
2/6/22, 12:00:00 AM CET	53613.0	25819.0	
2/7/22, 12:00:00 AM CET	53668.0	25823.0	
2/8/22, 12:00:00 AM CET	53850.0	25825.0	
2/9/22, 12:00:00 AM CET	54025.0	25829.0	
2/10/22, 12:00:00 AM CET	54193.0	25834.0	
2/11/22, 12:00:00 AM CET	54368.0	25838.0	
2/12/22, 12:00:00 AM CET	54580.0	25842.0	
2/13/22, 12:00:00 AM CET	54753.0	25847.0	
2/14/22, 12:00:00 AM CET	54822.0	25851.0	
2/15/22, 12:00:00 AM CET	55074.0	25853.0	
2/16/22, 12:00:00 AM CET	55262.0	25857.0	
2/17/22, 12:00:00 AM CET	55418.0	25863.0	
2/18/22, 12:00:00 AM CET	55628.0	25866.0	
2/19/22, 12:00:00 AM CET	55822.0	25870.0	
2/20/22, 12:00:00 AM CET	56005.0	25875.0	
2/21/22, 12:00:00 AM CET	56048.0	25877.0	
2/22/22, 12:00:00 AM CET	56452.0	25880.0	
2/23/22, 12:00:00 AM CET	56498.0	25882.0	
2/24/22, 12:00:00 AM CET	56651.0	25888.0	
2/26/22, 12:00:00 AM CET	56830.0	25893.0	
2/27/22, 12:00:00 AM CET	57134.0	25903.0	
2/28/22, 12:00:00 AM CET	57207.0	25907.0	
3/1/22, 12:00:00 AM CET	57364.0	25910.0	
3/3/22, 12:00:00 AM CET	57561.0	25914.0	
3/4/22, 12:00:00 AM CET	57933.0	25919.0	
3/5/22, 12:00:00 AM CET	58169.0	25923.0	
3/6/22, 12:00:00 AM CET	58169.0	25923.0	
3/7/22, 12:00:00 AM CET	58169.0	25923.0	
3/10/22, 12:00:00 AM CET	58170.0	25924.0	
3/12/22, 12:00:00 AM CET	58172.0	25926.0	
3/13/22, 12:00:00 AM CET	58173.0	25927.0	
3/14/22, 12:00:00 AM CET	58173.0	25927.0	
3/17/22, 12:00:00 AM CET	58173.0	25927.0	
3/18/22, 12:00:00 AM CET	58174.0	25929.0	
3/19/22, 12:00:00 AM CET	58181.0	25929.0	
3/20/22, 12:00:00 AM CET	58206.0	25930.0	
3/21/22, 12:00:00 AM CET	58223.0	25930.0	
3/22/22, 12:00:00 AM CET	58265.0	25930.0	
3/23/22, 12:00:00 AM CET	58294.0	25930.0	
3/24/22, 12:00:00 AM CET	58309.0	25931.0	
3/25/22, 12:00:00 AM CET	58337.0	25931.0	
3/26/22, 12:00:00 AM CET	58345.0	25931.0	
3/27/22, 12:00:00 AM CET	58364.0	25931.0	
3/28/22, 12:00:00 AM CEST	58379.0	25931.0	
3/29/22, 12:00:00 AM CEST	58402.0	25932.0	
3/30/22, 12:00:00 AM CEST	58419.0	25932.0	
3/31/22, 12:00:00 AM CEST	58438.0	25932.0	
4/1/22, 12:00:00 AM CEST	58461.0	25933.0	
4/2/22, 12:00:00 AM CEST	58485.0	25933.0	
4/3/22, 12:00:00 AM CEST	58516.0	25934.0	
4/4/22, 12:00:00 AM CEST	58538.0	25934.0	
4/5/22, 12:00:00 AM CEST	58573.0	25935.0	
4/6/22, 12:00:00 AM CEST	58598.0	25936.0	
4/7/22, 12:00:00 AM CEST	58620.0	25936.0	
4/8/22, 12:00:00 AM CEST	58643.0	25937.0	
4/9/22, 12:00:00 AM CEST	58665.0	25937.0	
4/10/22, 12:00:00 AM CEST	58688.0	25938.0	
4/11/22, 12:00:00 AM CEST	58708.0	25938.0	
4/12/22, 12:00:00 AM CEST	58730.0	25938.0	
4/13/22, 12:00:00 AM CEST	58755.0	25939.0	
4/14/22, 12:00:00 AM CEST	58768.0	25939.0	
4/15/22, 12:00:00 AM CEST	58782.0	25939.0	
4/16/22, 12:00:00 AM CEST	58797.0	25939.0	
4/17/22, 12:00:00 AM CEST	58813.0	25940.0	
4/18/22, 12:00:00 AM CEST	58826.0	25940.0	
4/19/22, 12:00:00 AM CEST	58839.0	25940.0	
4/20/22, 12:00:00 AM CEST	58850.0	25940.0	
4/21/22, 12:00:00 AM CEST	58863.0	25940.0	
4/22/22, 12:00:00 AM CEST	58874.0	25940.0	
4/23/22, 12:00:00 AM CEST	58882.0	25940.0	
4/24/22, 12:00:00 AM CEST	58892.0	25940.0	
4/25/22, 12:00:00 AM CEST	58897.0	25940.0	
4/26/22, 12:00:00 AM CEST	58903.0	25940.0	
4/27/22, 12:00:00 AM CEST	58922.0	25941.0	
4/28/22, 12:00:00 AM CEST	58937.0	25941.0	
4/29/22, 12:00:00 AM CEST	58954.0	25942.0	
4/30/22, 12:00:00 AM CEST	58969.0	25942.0	
5/1/22, 12:00:00 AM CEST	58985.0	25942.0	
5/2/22, 12:00:00 AM CEST	59003.0	25942.0	
5/3/22, 12:00:00 AM CEST	59023.0	25942.0	
5/4/22, 12:00:00 AM CEST	59050.0	25943.0	
5/5/22, 12:00:00 AM CEST	59055.0	25943.0	
5/6/22, 12:00:00 AM CEST	59071.0	25943.0	
5/7/22, 12:00:00 AM CEST	59081.0	25943.0	
5/8/22, 12:00:00 AM CEST	59088.0	25943.0	
5/9/22, 12:00:00 AM CEST	59090.0	25943.0	
5/10/22, 12:00:00 AM CEST	59096.0	25943.0	
5/11/22, 12:00:00 AM CEST	59103.0	26185.0	
5/12/22, 12:00:00 AM CEST	59103.0	26288.0	
5/13/22, 12:00:00 AM CEST	59103.0	26438.0	
5/14/22, 12:00:00 AM CEST	59103.0	26552.0	
5/15/22, 12:00:00 AM CEST	59103.0	26658.0	
5/16/22, 12:00:00 AM CEST	59103.0	26679.0	
5/17/22, 12:00:00 AM CEST	59103.0	26839.0	
5/18/22, 12:00:00 AM CEST	59103.0	27083.0	
5/19/22, 12:00:00 AM CEST	59103.0	27338.0	
5/20/22, 12:00:00 AM CEST	59103.0	27590.0	
5/21/22, 12:00:00 AM CEST	59103.0	27776.0	
5/22/22, 12:00:00 AM CEST	59103.0	27903.0	
5/24/22, 12:00:00 AM CEST	59103.0	28105.0	
5/25/22, 12:00:00 AM CEST	59103.0	28182.0	
5/26/22, 12:00:00 AM CEST	59103.0	28286.0	
5/28/22, 12:00:00 AM CEST	59103.0	28374.0	
5/29/22, 12:00:00 AM CEST	59103.0	28558.0	
5/30/22, 12:00:00 AM CEST	59103.0	28558.0	
5/31/22, 12:00:00 AM CEST	59103.0	28575.0	
6/1/22, 12:00:00 AM CEST	59103.0	28679.0	
6/2/22, 12:00:00 AM CEST	59103.0	28703.0	
6/3/22, 12:00:00 AM CEST	59103.0	28762.0	
6/4/22, 12:00:00 AM CEST	59103.0	28864.0	
6/5/22, 12:00:00 AM CEST	59103.0	29043.0	
6/6/22, 12:00:00 AM CEST	59103.0	29099.0	
6/7/22, 12:00:00 AM CEST	59103.0	29116.0	
6/8/22, 12:00:00 AM CEST	59103.0	29211.0	
6/9/22, 12:00:00 AM CEST	59103.0	29292.0	
6/11/22, 12:00:00 AM CEST	59103.0	29369.0	
6/12/22, 12:00:00 AM CEST	59103.0	29606.0	
6/13/22, 12:00:00 AM CEST	59103.0	29655.0	
6/15/22, 12:00:00 AM CEST	59103.0	29707.0	
6/16/22, 12:00:00 AM CEST	59103.0	30004.0	
6/17/22, 12:00:00 AM CEST	59103.0	30206.0	
6/18/22, 12:00:00 AM CEST	59103.0	30432.0	
6/19/22, 12:00:00 AM CEST	59103.0	30694.0	
6/20/22, 12:00:00 AM CEST	59103.0	30829.0	
6/21/22, 12:00:00 AM CEST	59103.0	30854.0	
6/22/22, 12:00:00 AM CEST	59103.0	31021.0	
6/23/22, 12:00:00 AM CEST	59103.0	31228.0	
6/24/22, 12:00:00 AM CEST	59103.0	31405.0	
6/25/22, 12:00:00 AM CEST	59103.0	31676.0	
6/26/22, 12:00:00 AM CEST	59103.0	31895.0	
6/27/22, 12:00:00 AM CEST	59103.0	31910.0	
6/28/22, 12:00:00 AM CEST	59103.0	32001.0	
6/29/22, 12:00:00 AM CEST	59103.0	32167.0	
6/30/22, 12:00:00 AM CEST	59103.0	32390.0	
7/1/22, 12:00:00 AM CEST	59103.0	32628.0	
7/2/22, 12:00:00 AM CEST	59103.0	32758.0	
7/3/22, 12:00:00 AM CEST	59103.0	32894.0	
7/4/22, 12:00:00 AM CEST	59103.0	32947.0	
7/5/22, 12:00:00 AM CEST	59103.0	32995.0	
7/6/22, 12:00:00 AM CEST	59103.0	33204.0	
7/7/22, 12:00:00 AM CEST	59103.0	33364.0	
7/8/22, 12:00:00 AM CEST	59103.0	33534.0	
7/9/22, 12:00:00 AM CEST	59103.0	33653.0	
7/10/22, 12:00:00 AM CEST	59103.0	33843.0	
7/11/22, 12:00:00 AM CEST	59103.0	33869.0	
7/12/22, 12:00:00 AM CEST	59103.0	34095.0	
7/13/22, 12:00:00 AM CEST	59103.0	34221.0	
7/14/22, 12:00:00 AM CEST	59103.0	34481.0	
7/15/22, 12:00:00 AM CEST	59103.0	34669.0	
7/16/22, 12:00:00 AM CEST	59103.0	34729.0	
7/17/22, 12:00:00 AM CEST	59103.0	34773.0	
7/18/22, 12:00:00 AM CEST	59103.0	34833.0	
7/19/22, 12:00:00 AM CEST	59103.0	34916.0	
7/20/22, 12:00:00 AM CEST	59103.0	35043.0	
7/21/22, 12:00:00 AM CEST	59103.0	35223.0	
7/22/22, 12:00:00 AM CEST	59103.0	35338.0	
7/23/22, 12:00:00 AM CEST	59103.0	35343.0	
7/24/22, 12:00:00 AM CEST	59104.0	35377.0	
7/25/22, 12:00:00 AM CEST	59104.0	35454.0	
7/26/22, 12:00:00 AM CEST	59104.0	35565.0	
7/27/22, 12:00:00 AM CEST	59104.0	35649.0	
7/28/22, 12:00:00 AM CEST	59104.0	35657.0	
7/29/22, 12:00:00 AM CEST	59104.0	35680.0	
7/30/22, 12:00:00 AM CEST	59104.0	35740.0	
7/31/22, 12:00:00 AM CEST	59104.0	35804.0	
8/1/22, 12:00:00 AM CEST	59104.0	35883.0	
8/2/22, 12:00:00 AM CEST	59104.0	35961.0	
8/3/22, 12:00:00 AM CEST	59104.0	36046.0	
8/4/22, 12:00:00 AM CEST	59104.0	36143.0	
8/5/22, 12:00:00 AM CEST	59104.0	36262.0	
8/6/22, 12:00:00 AM CEST	59104.0	36372.0	
8/7/22, 12:00:00 AM CEST	59104.0	36420.0	
8/8/22, 12:00:00 AM CEST	59104.0	36461.0	
8/9/22, 12:00:00 AM CEST	59104.0	36513.0	
8/10/22, 12:00:00 AM CEST	59104.0	36607.0	
8/11/22, 12:00:00 AM CEST	59104.0	36688.0	
8/12/22, 12:00:00 AM CEST	59104.0	36790.0	
8/13/22, 12:00:00 AM CEST	59104.0	36928.0	
8/14/22, 12:00:00 AM CEST	59104.0	37079.0	
8/15/22, 12:00:00 AM CEST	59104.0	37236.0	
8/16/22, 12:00:00 AM CEST	59104.0	37395.0	
8/17/22, 12:00:00 AM CEST	59104.0	37543.0	
8/18/22, 12:00:00 AM CEST	59104.0	37658.0	
8/19/22, 12:00:00 AM CEST	59104.0	37725.0	
8/20/22, 12:00:00 AM CEST	59104.0	37802.0	
8/21/22, 12:00:00 AM CEST	59104.0	37863.0	
8/22/22, 12:00:00 AM CEST	59104.0	37913.0	
8/23/22, 12:00:00 AM CEST	59105.0	37966.0	
8/24/22, 12:00:00 AM CEST	59105.0	38049.0	
8/25/22, 12:00:00 AM CEST	59105.0	38147.0	
8/26/22, 12:00:00 AM CEST	59105.0	38278.0	
8/27/22, 12:00:00 AM CEST	59105.0	38544.0	
8/28/22, 12:00:00 AM CEST	59105.0	38636.0	
8/29/22, 12:00:00 AM CEST	59105.0	38689.0	
8/30/22, 12:00:00 AM CEST	59105.0	38738.0	
8/31/22, 12:00:00 AM CEST	59105.0	38825.0	
9/1/22, 12:00:00 AM CEST	59105.0	38969.0	
9/2/22, 12:00:00 AM CEST	59105.0	39102.0	
9/3/22, 12:00:00 AM CEST	59105.0	39102.0	
9/4/22, 12:00:00 AM CEST	59105.0	39102.0	
9/5/22, 12:00:00 AM CEST	59105.0	39102.0	
9/6/22, 12:00:00 AM CEST	59105.0	39102.0	
9/7/22, 12:00:00 AM CEST	59105.0	39221.0	
9/8/22, 12:00:00 AM CEST	59105.0	39312.0	
9/9/22, 12:00:00 AM CEST	59105.0	39369.0	
9/10/22, 12:00:00 AM CEST	59105.0	39385.0	
9/11/22, 12:00:00 AM CEST	59105.0	39395.0	
9/12/22, 12:00:00 AM CEST	59105.0	39405.0	
9/13/22, 12:00:00 AM CEST	59105.0	39448.0	
9/14/22, 12:00:00 AM CEST	59105.0	39517.0	
9/15/22, 12:00:00 AM CEST	59105.0	39578.0	
9/16/22, 12:00:00 AM CEST	59105.0	39578.0	
9/17/22, 12:00:00 AM CEST	59105.0	39578.0	
9/18/22, 12:00:00 AM CEST	59105.0	39578.0	
9/19/22, 12:00:00 AM CEST	59105.0	39578.0	
9/20/22, 12:00:00 AM CEST	59105.0	39578.0	
9/21/22, 12:00:00 AM CEST	59105.0	39578.0	
9/22/22, 12:00:00 AM CEST	59105.0	39578.0	
9/23/22, 12:00:00 AM CEST	59105.0	39578.0	
9/24/22, 12:00:00 AM CEST	59105.0	39578.0	
9/25/22, 12:00:00 AM CEST	59105.0	39578.0	
9/26/22, 12:00:00 AM CEST	59105.0	39578.0	
9/27/22, 12:00:00 AM CEST	59105.0	39578.0	
9/28/22, 12:00:00 AM CEST	59214.0	39580.0	
9/29/22, 12:00:00 AM CEST	59381.0	39582.0	
9/30/22, 12:00:00 AM CEST	59406.0	39583.0	
10/1/22, 12:00:00 AM CEST	59454.0	39585.0	
10/2/22, 12:00:00 AM CEST	59499.0	39586.0	
10/3/22, 12:00:00 AM CEST	59504.0	39586.0	
10/4/22, 12:00:00 AM CEST	59514.0	39586.0	
10/5/22, 12:00:00 AM CEST	59554.0	39587.0	
10/6/22, 12:00:00 AM CEST	59613.0	39589.0	
10/7/22, 12:00:00 AM CEST	59630.0	39589.0	
10/8/22, 12:00:00 AM CEST	59682.0	39591.0	
10/9/22, 12:00:00 AM CEST	59710.0	39592.0	
10/10/22, 12:00:00 AM CEST	59717.0	39592.0	
10/11/22, 12:00:00 AM CEST	59781.0	39592.0	
10/12/22, 12:00:00 AM CEST	59933.0	39595.0	
10/13/22, 12:00:00 AM CEST	60021.0	39598.0	
10/14/22, 12:00:00 AM CEST	60028.0	39598.0	
10/15/22, 12:00:00 AM CEST	60065.0	39599.0	
10/16/22, 12:00:00 AM CEST	60092.0	39599.0	
10/17/22, 12:00:00 AM CEST	60092.0	39599.0	
10/18/22, 12:00:00 AM CEST	60098.0	39599.0	
10/19/22, 12:00:00 AM CEST	60117.0	39600.0	
10/20/22, 12:00:00 AM CEST	60138.0	39600.0	
10/21/22, 12:00:00 AM CEST	60180.0	39600.0	
10/22/22, 12:00:00 AM CEST	60208.0	39601.0	
10/23/22, 12:00:00 AM CEST	60224.0	39601.0	
10/24/22, 12:00:00 AM CEST	60224.0	39601.0	
10/25/22, 12:00:00 AM CEST	60224.0	39601.0	
10/26/22, 12:00:00 AM CEST	60252.0	39601.0	
10/27/22, 12:00:00 AM CEST	60279.0	39602.0	
10/28/22, 12:00:00 AM CEST	60295.0	39602.0	
10/29/22, 12:00:00 AM CEST	60305.0	39602.0	
10/30/22, 12:00:00 AM CEST	60305.0	39602.0	
10/31/22, 12:00:00 AM CET	60305.0	39602.0	
11/1/22, 12:00:00 AM CET	60305.0	39602.0	
